Title,Date Creat,Latitude,Longitude,Northing,Easting,Descriptio,Biocontrol,Chemical c,Density,Detection,Detectio_1,Notes,Number of,Quarter,Species,Status,timestamp,X,Y
PP large car bugs 27th August revisitation bugs have spread,,-24.201210000000000,30.916160000000001,7321918.149985330179334,288350.043573923001532,,Cochineal bug,MSMA,High,Foot,Secondary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,30:06.0,30.916160000000001,-24.201210000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201139999999999,30.916319999999999,7321926.146052399650216,288366.183483093976974,,Cochineal bug,MSMA,Med,Car,Primary,,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,30:31.0,30.916319999999999,-24.201139999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.201110000000000,30.916340000000002,7321929.499332309700549,288368.165866705006920,,Cochineal bug,MSMA,Med,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,30:57.0,30.916340000000002,-24.201110000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.201070000000001,30.916589999999999,7321934.308768009766936,288393.499113878002390,,Cochineal bug,MSMA,High,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,31:47.0,30.916589999999999,-24.201070000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201029999999999,30.915949999999999,7321937.769569990225136,288328.410730673000216,,Cochineal bug,MSMA,Med,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,33:12.0,30.915949999999999,-24.201029999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.200980000000001,30.915859999999999,7321943.171454129740596,288319.184345463989303,,Cochineal bug,MSMA,High,Foot,Secondary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,36:40.0,30.915859999999999,-24.200980000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201090000000001,30.915649999999999,7321930.668911029584706,288298.030673370987643,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,37:38.0,30.915649999999999,-24.201090000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.200830000000000,30.916010000000000,7321960.013663560152054,288334.176111334003508,,-,MSMA,Low,Foot,Secondary,Needs biological control,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,38:53.0,30.916010000000000,-24.200830000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.200880000000002,30.916110000000000,7321954.626924100331962,288344.418475084996317,,-,MSMA,Low,Foot,Secondary,Needs biological control,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,39:23.0,30.916110000000000,-24.200880000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.200949999999999,30.916200000000000,7321947.009708030149341,288353.677899372996762,,Cochineal bug,MSMA,Med,Foot,Secondary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,40:05.0,30.916200000000000,-24.200949999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.200650000000000,30.915810000000000,7321979.648386210203171,288313.559163097001147,,Cochineal bug,MSMA,High,Foot,Secondary,,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,42:04.0,30.915810000000000,-24.200650000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.200320000000001,30.915959999999998,7322016.428441240452230,288328.253549307002686,,Cochineal bug,MSMA,Med,Foot,Secondary,,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,43:28.0,30.915959999999998,-24.200320000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.201219999999999,30.915590000000002,7321916.178404419682920,288292.149678341986146,,-,-,Low,Car,Primary,Removed to nursery,2 cladodes,2020 - Quarter 2,Prickly pear,Treated,46:59.0,30.915590000000002,-24.201219999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.186660000000000,30.852150000000002,7323431.339115659706295,281821.943929567991290,,-,-,Med,Car,Primary,Needs both treatments,,2020 - Quarter 2,Prickly pear,Untreated,22:38.0,30.852150000000002,-24.186660000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.212700000000002,30.941610000000001,7320683.796016800217330,290954.434703041973989,,Cochineal bug,-,Med,Car,Primary,needs chemical control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,32:28.0,30.941610000000001,-24.212700000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.211340000000000,30.940960000000000,7320833.462617100216448,290886.181995851977263,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,37:41.0,30.940960000000000,-24.211340000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.211569999999998,30.941220000000001,7320808.376140269450843,290912.970482360979076,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,40:45.0,30.941220000000001,-24.211569999999998
PP large car bugs 27th August revisitation bugs have spread,,-24.211630000000000,30.940989999999999,7320801.385770809836686,290889.703249336977024,,-,MSMA,Low,Foot,Secondary,Update - Dead,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,43:15.0,30.940989999999999,-24.211630000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.211780000000001,30.934069999999998,7320774.388498540036380,290186.959910568024497,,Cochineal bug,-,High,Car,Primary,needs chemical control,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,53:17.0,30.934069999999998,-24.211780000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.200450000000000,30.921640000000000,7322010.625495710410178,288905.543340038973838,,Cochineal bug,-,Med,Car,Primary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,08:21.0,30.921640000000000,-24.200450000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.199999999999999,30.920929999999998,7322059.396705900318921,288832.667282577021979,,Cochineal bug,-,Med,Car,Primary,needs chemical control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,13:31.0,30.920929999999998,-24.199999999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.200030000000002,30.920970000000001,7322056.134215309284627,288836.780650837987196,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,14:04.0,30.920970000000001,-24.200030000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.200460000000000,30.920819999999999,7322008.278232149779797,288822.249788564979099,,Cochineal bug,-,Med,Foot,Secondary,needs chemical control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,16:59.0,30.920819999999999,-24.200460000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.191730000000000,30.886800000000001,7322923.414809919893742,285351.249469381989911,,Cochineal bug,-,Med,Car,Primary,,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,00:50.0,30.886800000000001,-24.191730000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.189950000000000,30.888880000000000,7323123.774092829786241,285559.611608382023405,,-,MSMA,Med,Car,Primary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,09:09.0,30.888880000000000,-24.189950000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.190030000000000,30.889230000000001,7323115.449868820607662,285595.308005941973533,,Cochineal bug,MSMA,Med,Car,Primary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,19:36.0,30.889230000000001,-24.190030000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.189670000000000,30.889939999999999,7323156.415285100229084,285666.847128843015525,,Cochineal bug,-,High,Car,Primary,,9 cladodes,2020 - Quarter 2,Prickly pear,Treated,27:32.0,30.889939999999999,-24.189670000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.189570000000000,30.890940000000001,7323169.025604610331357,285768.287480205006432,,-,MSMA,Med,Car,Primary,Update - Dead,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,33:25.0,30.890940000000001,-24.189570000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.187439999999999,30.890120000000000,7323403.701505101285875,285681.407775323023088,,-,MSMA,Med,Car,Primary,Update - Dead,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,43:17.0,30.890120000000000,-24.187439999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.192750000000000,30.885429999999999,7322808.326800419948995,285213.758727176988032,,Cochineal bug,-,High,Car,Primary,,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,05:25.0,30.885429999999999,-24.192750000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.202290000000001,30.887219999999999,7321754.359339220449328,285411.611149159027264,,-,MSMA,High,Car,Primary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,12:27.0,30.887219999999999,-24.202290000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204270000000001,30.885140000000000,7321531.842440959997475,285203.608432118024211,,Cochineal bug,MSMA,High,Car,Primary,Parts of plant died from spray. Biological control has spread,9 cladodes,2020 - Quarter 2,Prickly pear,Treated,52:15.0,30.885140000000000,-24.204270000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.204319999999999,30.885210000000001,7321526.411747730337083,285210.804011132975575,,-,MSMA,Med,Car,Primary,Plant dying from spray. Sprayed again,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,53:04.0,30.885210000000001,-24.204319999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.206379999999999,30.885000000000002,7321297.908039939589798,285192.923919680994004,,-,MSMA,Med,Car,Primary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,01:37.0,30.885000000000002,-24.206379999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.208150000000000,30.890760000000000,7321110.699390140362084,285781.068132014013827,,-,MSMA,Low,Car,Primary,Update - Dead,3 cladodes,2020 - Quarter 2,Prickly pear,Treated,57:10.0,30.890760000000000,-24.208150000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.208150000000000,30.890709999999999,7321110.622675140388310,285775.988491563999560,,-,MSMA,Med,Car,Primary,,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,57:44.0,30.890709999999999,-24.208150000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.210540000000002,30.887519999999999,7320840.990762230008841,285455.911617434991058,,-,MSMA,High,Car,Primary,,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,15:29.0,30.887519999999999,-24.210540000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.208639999999999,30.885950000000001,7321049.035081430338323,285293.227790077973623,,Cochineal bug,MSMA,Med,Car,Primary,Parts of plant died from spray. Added biological control,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,23:58.0,30.885950000000001,-24.208639999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.212260000000001,30.893950000000000,7320660.337850769981742,286112.014447188004851,,-,MSMA,Med,Car,Primary,,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,00:41.0,30.893950000000000,-24.212260000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.212769999999999,30.893070000000002,7320602.498090879991651,286023.468109739013016,,-,MSMA,High,Car,Primary,,7 cladodes,2020 - Quarter 2,Prickly pear,Treated,08:21.0,30.893070000000002,-24.212769999999999
PP large car bugs 27th August revisitation bugs have spread,,-24.213030000000000,30.893139999999999,7320573.805958920158446,286031.013867674977519,,-,MSMA,Med,Foot,Secondary,Plant dying,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,08:59.0,30.893139999999999,-24.213030000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.213030000000000,30.893110000000000,7320573.759975220076740,286027.966202861978672,,-,MSMA,Med,Foot,Secondary,Update - Dead,5 cladodes,2020 - Quarter 2,Prickly pear,Treated,09:45.0,30.893110000000000,-24.213030000000000
PP large car bugs 27th August revisitation bugs have spread,,-24.213200000000001,30.893210000000000,7320555.082856919616461,286038.409191176993772,,-,-,High,Foot,Secondary,Removed to nursery,8 cladodes,2020 - Quarter 2,Prickly pear,Treated,10:49.0,30.893210000000000,-24.213200000000001
PP large car bugs 27th August revisitation bugs have spread,,-24.212890000000002,30.892399999999999,7320588.178891870193183,285955.604066028026864,,-,MSMA,High,Car,Primary,Dying from chem treatment,,2020 - Quarter 2,Prickly pear,Treated,30:17.0,30.892399999999999,-24.212890000000002
PP large car bugs 27th August revisitation bugs have spread,,-24.215610000000002,30.894580000000001,7320290.233601820655167,286181.610848459007684,,-,MSMA,Low,Foot,Secondary,Update - Dead,4 cladodes,2020 - Quarter 2,Prickly pear,Treated,46:26.0,30.894580000000001,-24.215610000000002
Pp Large Car Bugs 6c,,-24.180190000000000,30.897010000000002,7324217.308815769851208,286369.414121911977418,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 2,Prickly Pear,,41:51.0,30.897010000000002,-24.180190000000000
Pp Large Car Bugs 6c,,-24.213239999999999,30.896699999999999,7320555.996992800384760,286393.020185913017485,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,34:05.0,30.896699999999999,-24.213239999999999
Pp Large Car Bugs 6c,,-24.218489999999999,30.898510000000002,7319977.239692430011928,286585.647986963973381,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,02:30.0,30.898510000000002,-24.218489999999999
Pp Large Car Bugs 6c,,-24.192699999999999,30.922609999999999,7322870.523330410011113,288991.330385721987113,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,32:42.0,30.922609999999999,-24.192699999999999
Pp Large Car Bugs 6c,,-24.172660000000000,30.948799999999999,7325129.540874569676816,291619.749426162976306,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,38:59.0,30.948799999999999,-24.172660000000000
Pp Large Car Bugs 6c,,-24.216519999999999,30.937760000000001,7320254.903354269452393,290569.573585308971815,,Cochineal bug,-,High,Car,Primary,,,2020 - Quarter 3,Prickly Pear,,57:57.0,30.937760000000001,-24.216519999999999
Pp Large Car Bugs 6c,,-24.213239999999999,30.896699999999999,7320555.996992800384760,286393.020185913017485,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/09 14:34:05.000,30.896699999999999,-24.213239999999999
Pp Large Car Bugs 6c,,-24.180190000000000,30.897010000000002,7324217.308815769851208,286369.414121911977418,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/06/27 10:41:51.000,30.897010000000002,-24.180190000000000
Pp Large Car Bugs 6c,,-24.218489999999999,30.898510000000002,7319977.239692430011928,286585.647986963973381,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/09 15:02:30.000,30.898510000000002,-24.218489999999999
Pp Large Car Bugs 6c,,-24.192699999999999,30.922609999999999,7322870.523330410011113,288991.330385721987113,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/15 10:32:42.000,30.922609999999999,-24.192699999999999
Pp Large Car Bugs 6c,,-24.172660000000000,30.948799999999999,7325129.540874569676816,291619.749426162976306,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/07/23 13:38:59.000,30.948799999999999,-24.172660000000000
Pp Large Car Bugs 6c,,-24.173330000000000,30.864270000000001,7324926.746935499832034,283030.918286625994369,,Cochineal bug,,High,Car,Primary,,,,Prickly Pear,,2020/09/10 13:07:45.000,30.864270000000001,-24.173330000000000
Pp Large Car Bugs 6c,,-24.207529999999998,30.830500000000001,7321085.597783059813082,279657.938737794000190,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,04:26.0,30.830500000000001,-24.207529999999998
Pp Large Car Bugs 6c,,-24.209900000000001,30.834000000000000,7320828.592423030175269,280017.595944131026044,,Cochineal bug,-,High,Car,Primary,needs chemical control,6 cladodes,2020 - Quarter 2,Prickly pear,Treated,19:26.0,30.834000000000000,-24.209900000000001
